Row,centroid_HSV_1,centroid_HSV_2,distance_centroid_HSV,centroid_LCh_1,centroid_LCh_2,distance_centroid_LCh,centroid_CMYK_1,centroid_CMYK_2,distance_centroid_CMYK,centroid_RGB_1,centroid_RGB_2,distance_centroid_RGB,centroid_Lab_1,centroid_Lab_2,distance_centroid_Lab
Laboratory Users,0.36,0.51,0.07,0.5,0.28,0.3,0.38,0.41,0.12,0.35,0.44,0.13,0.38,0.42,0.14
Online Users (Regular),0.35,0.53,0.05,0.49,0.28,0.3,0.38,0.41,0.11,0.36,0.45,0.12,0.37,0.43,0.13
Online Users (Uncalibrated),0.48,0.39,0.24,0.57,0.28,0.34,0.43,0.35,0.18,0.42,0.34,0.24,0.44,0.31,0.25
