id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
573ec4275ba17,24,Female,32,yes,objTwoColors,#00FF9A,202,0,297,3,0.8,0.39,0.31,0.17,0.26,0.22
571260c120253,22,Male,32,no,objTwoColors,#00FF80,199,53,235,4,0.62,0.1,0.25,0.1,0.09,0.12
5710ce6c1308c,23,Female,32,no,objTwoColors,#00FF80,179,59,160,5,0.49,0.11,0.23,0.11,0.05,0.07
571103343658b,20,Female,32,no,objTwoColors,#00FF80,147,141,627,3,0.27,0.04,0.27,0.08,0,0.05
5711cbde51bb0,24,Male,31,no,objTwoColors,#00FF80,56,186,87,3,0.23,0.11,0.23,0.11,0.06,0.08
5711641931da5,20,Female,32,no,objTwoColors,#00FF80,111,58,175,5,0.24,0.09,0.27,0.17,0.06,0.09
571151812791a,20,Male,32,yes,objTwoColors,#00FF80,58,201,119,3,0.31,0.09,0.26,0.09,0.09,0.12
57127bcfaafb0,22,Female,32,no,objTwoColors,#00FF80,55,198,137,4,0.3,0.1,0.25,0.1,0.09,0.11
5756ae6897296,21,Male,32,yes,objTwoColors,#00FF9A,59,179,112,4,0.17,0.11,0.23,0.11,0.05,0.07
572c85675a5ef,23,Male,32,yes,objTwoColors,#00FF80,161,115,265,4,0.4,0.07,0.27,0.08,0,0.03
57112da850667,22,Female,47,no,objTwoColors,#00FF80,0,145,224,1,0.58,0.1,0.3,0.19,0.12,0.15
57111f6c42412,22,Male,34,no,objTwoColors,#00FF80,152,0,100,5,0.49,0.1,0.29,0.19,0.12,0.15
5756b2d9bd658,23,Female,32,yes,objTwoColors,#00FF9A,182,59,152,4,0.5,0.11,0.23,0.11,0.05,0.07
5712649f2fada,26,Male,12,no,objTwoColors,#00FF80,193,318,190,4,0.58,0.44,0.28,0.12,0.34,0.25
5710cf445718e,25,Male,32,no,objTwoColors,#00FF80,213,57,160,3,0.69,0.08,0.29,0.1,0.12,0.16
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#00FF80,70,206,261,5,0.29,0.07,0.28,0.07,0.09,0.12
572baa7f9493c,20,Female,10,no,objTwoColors,#00FF80,203,61,281,3,0.63,0.09,0.26,0.09,0.09,0.12
573e47c26cb8e,24,Male,32,yes,objTwoColors,#00FF9A,38,215,113,2,0.49,0.1,0.31,0.13,0.18,0.2
57112f57403ee,25,Female,14,no,objTwoColors,#00FF80,193,50,184,2,0.58,0.1,0.24,0.11,0.09,0.11
5734aa4c927a8,22,Male,15,no,objTwoColors,#00FF80,193,59,505,4,0.57,0.1,0.24,0.09,0.07,0.09
572934019041e,20,Female,6,no,objTwoColors,#00FF80,57,230,290,4,0.45,0.04,0.34,0.09,0.18,0.2
57112da850667,22,Female,47,no,objTwoColors,#00FF80,59,120,165,3,0.37,0.09,0.28,0.17,0.06,0.09
572767049ccfa,24,Male,32,yes,objTwoColors,#00FF9A,123,184,399,3,0.09,0.02,0.26,0.05,0.04,0.05
5711231e370f2,24,Male,32,yes,objTwoColors,#00FF80,0,163,66,4,0.47,0.09,0.28,0.18,0.14,0.15
573a0b8280839,29,Male,21,yes,objTwoColors,#00FF9A,0,40,76,3,0.67,0.33,0.3,0.28,0.32,0.29
573e4d0eb795b,24,Male,32,yes,objTwoColors,#00FF9A,241,53,355,5,0.78,0.32,0.36,0.1,0.23,0.22
5710ee9e58646,25,Female,32,yes,objTwoColors,#00FF80,205,131,734,3,0.64,0.11,0.29,0.03,0.1,0.11
5738cf3d97a58,23,Male,32,no,objTwoColors,#00FF80,56,131,232,3,0.37,0.09,0.27,0.17,0.06,0.09
573678e895606,27,Male,2,no,objTwoColors,#00FF80,59,237,274,5,0.45,0.02,0.35,0.09,0.21,0.21
5711ace2ee7ed,24,Male,32,no,objTwoColors,#00FF80,55,196,110,4,0.29,0.1,0.25,0.1,0.08,0.11
5710ea84d4c6f,25,Male,5,no,objTwoColors,#00FF80,121,171,307,3,0.04,0.03,0.26,0.06,0.03,0.02
5734e848ad81a,21,Male,4,no,objTwoColors,#00FF80,150,153,311,4,0.21,0.02,0.25,0.07,0.04,0.02
5710e60f69205,24,Female,31,no,objTwoColors,#00FF80,55,201,113,4,0.32,0.1,0.26,0.1,0.09,0.12
571247f66fb51,27,Male,32,no,objTwoColors,#00FF80,172,136,995,3,0.44,0.03,0.25,0.05,0.06,0.03
571130c5cd6e9,24,Female,32,no,objTwoColors,#00FF80,59,208,106,5,0.34,0.08,0.28,0.09,0.1,0.14
573edae85268b,27,Male,32,yes,objTwoColors,#00FF9A,245,57,309,4,0.77,0.32,0.36,0.09,0.22,0.21
5712197fbccd5,24,Female,32,no,objTwoColors,#00FF80,0,81,106,3,0.63,0.21,0.3,0.22,0.21,0.19
57123bec83e8e,21,Male,32,no,objTwoColors,#00FF80,187,65,309,2,0.53,0.1,0.24,0.09,0.05,0.07
5713fc80c942a,23,Female,32,no,objTwoColors,#00FF80,186,59,163,5,0.53,0.1,0.23,0.1,0.06,0.08
571130d934bda,22,Female,32,no,objTwoColors,#00FF80,143,0,148,5,0.45,0.1,0.31,0.19,0.12,0.15
57112a657ac25,20,Female,24,no,objTwoColors,#00FF80,147,0,600,3,0.47,0.1,0.3,0.19,0.12,0.15
571137a34931a,27,Female,25,no,objTwoColors,#00FF80,235,153,620,4,0.67,0.26,0.36,0.07,0.31,0.25
