id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57110028bc74b,48,Female,32,no,objTwoColors,#0080FF,0,182,164,5,0.61,0.09,0.14,0.05,0.02,0.02
57112d8509632,45,Female,32,no,objTwoColors,#0080FF,236,184,123,3,0.74,0.03,0.14,0.16,0.25,0.27
571154184c9bd,47,Female,32,no,objTwoColors,#0080FF,232,0,8,5,0.87,0.12,0.19,0.09,0.19,0.17
57117fe7495aa,48,Female,5,no,objTwoColors,#0080FF,0,178,386,5,0.62,0.41,0.14,0.05,0.02,0.02
571183866d73f,48,Female,32,no,objTwoColors,#0080FF,59,88,195,5,0.53,0.4,0.14,0.11,0.18,0.16
5712a47f6f8a6,44,Male,12,no,objTwoColors,#0080FF,0,182,192,3,0.61,0.09,0.14,0.05,0.02,0.02
5713b10383207,40,Male,32,no,objTwoColors,#0080FF,152,58,130,4,0.44,0.43,0.14,0.09,0.17,0.14
573664e1a4a96,49,Male,18,no,objTwoColors,#0080FF,181,276,158,2,0.43,0.11,0.14,0.12,0.22,0.23
573c70dabcfe0,49,Male,32,yes,objTwoColors,#0000FF,128,67,431,2,0.37,0.42,0.14,0.11,0.21,0.18
5740ad339507d,40,Male,32,yes,objTwoColors,#0000FF,117,53,348,3,0.35,0.41,0.14,0.12,0.2,0.17
5740e3f36a945,49,Female,32,yes,objTwoColors,#0000FF,217,0,79,2,0.82,0.1,0.16,0.08,0.15,0.13
