id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57153eb9b4bed,35,Female,31,no,objTwoColors,#0080FF,0,264,52,4,0.61,0.19,0.19,0.1,0.17,0.18
5716e9900f6ea,58,Female,31,no,objTwoColors,#0080FF,217,182,135,3,0.69,0.04,0.14,0.14,0.17,0.24
5734d89183dab,19,Female,29,no,objTwoColors,#0080FF,196,222,72,4,0.58,0.03,0.14,0.17,0.23,0.29
5739ff85289b2,56,Female,25,yes,objTwoColors,#0000FF,55,110,101,3,0.58,0.41,0.14,0.12,0.2,0.17
573a059da0efd,31,Female,32,yes,objTwoColors,#0000FF,76,53,296,4,0.4,0.4,0.14,0.12,0.17,0.14
573c783748e8b,37,Female,32,yes,objTwoColors,#0000FF,238,225,123,3,0.77,0.12,0.25,0.21,0.34,0.38
573ec4275ba17,24,Female,32,yes,objTwoColors,#0000FF,198,222,81,3,0.59,0.03,0.14,0.17,0.24,0.29
5740a8b59d448,31,Female,32,yes,objTwoColors,#0000FF,249,0,209,3,0.88,0.15,0.2,0.09,0.19,0.18
5740bda9be3dc,83,Female,32,yes,objTwoColors,#0000FF,222,216,84,5,0.7,0.08,0.18,0.19,0.29,0.34
5740e3f36a945,49,Female,32,yes,objTwoColors,#0000FF,217,0,79,2,0.82,0.1,0.16,0.08,0.15,0.13
574121b9e952d,22,Female,5,no,objTwoColors,#0080FF,203,204,156,1,0.58,0.01,0.14,0.16,0.19,0.26
57427cf6bad0c,19,Female,32,no,objTwoColors,#0080FF,232,191,107,2,0.71,0.04,0.14,0.17,0.25,0.29
574511e99b6d9,19,Female,32,no,objTwoColors,#0080FF,16,316,442,1,0.43,0.43,0.14,0.17,0.21,0.18
57451c3b38192,23,Female,32,no,objTwoColors,#0080FF,0,213,67,5,0.6,0.09,0.15,0.07,0.13,0.12
5745350dc1e22,19,Female,31,no,objTwoColors,#0080FF,226,0,115,5,0.86,0.11,0.18,0.09,0.17,0.16
5745500f6e643,24,Female,32,no,objTwoColors,#0080FF,232,0,71,5,0.87,0.12,0.19,0.09,0.19,0.17
5745b5cbe3caa,34,Female,32,no,objTwoColors,#0080FF,211,0,80,4,0.79,0.09,0.14,0.07,0.13,0.11
5756b2d9bd658,23,Female,32,yes,objTwoColors,#0000FF,239,0,126,3,0.88,0.13,0.2,0.09,0.19,0.18
