id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cca334d60,25,Female,1,no,objTwoColors,#0080FF,59,98,992,4,0.54,0.41,0.14,0.11,0.2,0.17
5710cd99df604,23,Female,32,no,objTwoColors,#0080FF,203,209,260,2,0.59,0.01,0.14,0.16,0.21,0.28
5710ce6c1308c,23,Female,32,no,objTwoColors,#0080FF,232,0,106,4,0.87,0.12,0.19,0.09,0.19,0.17
5710d71ff24c3,20,Female,32,no,objTwoColors,#0080FF,125,53,416,5,0.35,0.41,0.14,0.12,0.2,0.17
5710e540a9514,52,Female,32,no,objTwoColors,#0080FF,218,0,81,4,0.83,0.1,0.16,0.08,0.15,0.13
5710e60f69205,24,Female,31,no,objTwoColors,#0080FF,52,132,259,4,0.57,0.42,0.14,0.12,0.19,0.16
5710ee9e58646,25,Female,32,yes,objTwoColors,#0080FF,10,242,620,2,0.62,0.16,0.19,0.08,0.18,0.18
57110028bc74b,48,Female,32,no,objTwoColors,#0080FF,0,182,164,5,0.61,0.09,0.14,0.05,0.02,0.02
571103343658b,20,Female,32,no,objTwoColors,#0080FF,1,211,617,5,0.59,0.09,0.15,0.07,0.12,0.11
57112b9e10661,64,Female,34,no,objTwoColors,#0080FF,52,0,233,2,0.49,0.43,0.14,0.15,0.21,0.16
57112d8509632,45,Female,32,no,objTwoColors,#0080FF,236,184,123,3,0.74,0.03,0.14,0.16,0.25,0.27
57112da850667,22,Female,47,no,objTwoColors,#0080FF,248,184,108,5,0.74,0.06,0.14,0.16,0.25,0.27
57112da850667,22,Female,47,no,objTwoColors,#0080FF,0,173,47,4,0.64,0.41,0.14,0.05,0.02,0.03
57112ebc85ba1,18,Female,32,no,objTwoColors,#0080FF,207,202,119,1,0.61,0.01,0.14,0.16,0.2,0.27
57112f57403ee,25,Female,14,no,objTwoColors,#0080FF,224,0,178,2,0.85,0.11,0.17,0.09,0.17,0.15
571130c5cd6e9,24,Female,32,no,objTwoColors,#0080FF,166,214,128,4,0.38,0.09,0.14,0.11,0.14,0.19
571130d934bda,22,Female,32,no,objTwoColors,#0080FF,227,0,31,5,0.86,0.11,0.18,0.09,0.18,0.16
5711348e42f02,19,Female,32,no,objTwoColors,#0080FF,238,0,59,4,0.88,0.13,0.2,0.09,0.19,0.18
571137a34931a,27,Female,25,no,objTwoColors,#0080FF,233,0,136,2,0.88,0.12,0.19,0.09,0.19,0.18
57113b9642c48,21,Female,9,no,objTwoColors,#0080FF,245,0,149,5,0.88,0.14,0.2,0.09,0.19,0.18
57113d4d93c81,18,Female,32,no,objTwoColors,#0080FF,234,0,67,5,0.88,0.12,0.19,0.09,0.19,0.18
57113e6176346,23,Female,30,no,objTwoColors,#0080FF,57,92,393,5,0.54,0.4,0.14,0.12,0.19,0.16
571154184c9bd,47,Female,32,no,objTwoColors,#0080FF,232,0,8,5,0.87,0.12,0.19,0.09,0.19,0.17
571163013744e,53,Female,13,no,objTwoColors,#0080FF,197,307,17,2,0.37,0.12,0.14,0.1,0.24,0.2
5711641931da5,20,Female,32,no,objTwoColors,#0080FF,241,184,579,2,0.74,0.05,0.14,0.16,0.25,0.27
571165992a5c1,67,Female,32,no,objTwoColors,#0080FF,193,225,132,3,0.57,0.03,0.14,0.17,0.23,0.28
5711703bd85fc,18,Female,32,no,objTwoColors,#0080FF,351,233,260,1,0.63,0.11,0.19,0.09,0.21,0.18
57117fe7495aa,48,Female,5,no,objTwoColors,#0080FF,0,178,386,5,0.62,0.41,0.14,0.05,0.02,0.02
5711800f2c5f3,59,Female,31,no,objTwoColors,#0080FF,157,278,847,1,0.28,0.07,0.14,0.08,0.18,0.16
571183866d73f,48,Female,32,no,objTwoColors,#0080FF,59,88,195,5,0.53,0.4,0.14,0.11,0.18,0.16
5712197fbccd5,24,Female,32,no,objTwoColors,#0080FF,0,167,34,4,0.66,0.41,0.14,0.06,0.01,0.05
57123e4050550,20,Female,40,no,objTwoColors,#0080FF,7,242,211,3,0.63,0.15,0.2,0.09,0.19,0.18
571245dfd5f63,24,Female,8,no,objTwoColors,#0080FF,247,0,279,4,0.88,0.15,0.2,0.09,0.19,0.18
571252e6d2e70,31,Female,32,no,objTwoColors,#0080FF,232,0,64,5,0.87,0.12,0.19,0.09,0.19,0.17
5712787a337a9,18,Female,7,no,objTwoColors,#0080FF,58,107,176,4,0.56,0.41,0.14,0.12,0.2,0.17
57127bcfaafb0,22,Female,32,no,objTwoColors,#0080FF,51,122,664,4,0.6,0.41,0.14,0.13,0.2,0.17
571289ef76e18,55,Female,31,no,objTwoColors,#0080FF,113,48,183,4,0.34,0.41,0.14,0.12,0.2,0.16
5712bd55a8a13,27,Female,32,no,objTwoColors,#0080FF,211,0,109,3,0.79,0.09,0.14,0.07,0.13,0.11
5712c2b021f58,22,Female,32,no,objTwoColors,#0080FF,237,181,161,5,0.75,0.03,0.14,0.15,0.24,0.26
5712c57f97f25,25,Female,31,no,objTwoColors,#0080FF,230,0,66,4,0.87,0.11,0.19,0.09,0.18,0.17
5713923c1bbc7,24,Female,27,no,objTwoColors,#0080FF,57,120,335,3,0.57,0.41,0.14,0.12,0.2,0.17
5713a02a13044,24,Female,32,yes,objTwoColors,#0080FF,228,0,83,3,0.86,0.11,0.18,0.09,0.18,0.17
5713dd915ca28,24,Female,20,no,objTwoColors,#0080FF,0,207,67,2,0.58,0.09,0.14,0.06,0.11,0.09
5713fc80c942a,23,Female,32,no,objTwoColors,#0080FF,252,199,234,5,0.72,0.1,0.16,0.18,0.29,0.31
571410751e7b0,22,Female,12,no,objTwoColors,#0080FF,213,0,51,2,0.8,0.09,0.15,0.07,0.13,0.12
57149713464b1,51,Female,32,no,objTwoColors,#0080FF,0,0,0,1,0.74,0.47,0.09,0.24,0.3,0.27
