id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57112ebc85ba1,18,Female,32,no,objTwoColors,#0080FF,207,202,119,1,0.61,0.01,0.14,0.16,0.2,0.27
5711348e42f02,19,Female,32,no,objTwoColors,#0080FF,238,0,59,4,0.88,0.13,0.2,0.09,0.19,0.18
57113d4d93c81,18,Female,32,no,objTwoColors,#0080FF,234,0,67,5,0.88,0.12,0.19,0.09,0.19,0.18
5711703bd85fc,18,Female,32,no,objTwoColors,#0080FF,351,233,260,1,0.63,0.11,0.19,0.09,0.21,0.18
5712787a337a9,18,Female,7,no,objTwoColors,#0080FF,58,107,176,4,0.56,0.41,0.14,0.12,0.2,0.17
5734d89183dab,19,Female,29,no,objTwoColors,#0080FF,196,222,72,4,0.58,0.03,0.14,0.17,0.23,0.29
5736048bb110b,19,Male,32,no,objTwoColors,#0080FF,208,205,133,5,0.61,0.01,0.14,0.16,0.21,0.28
573634984323e,19,Male,32,no,objTwoColors,#0080FF,220,198,452,3,0.68,0.03,0.14,0.17,0.23,0.29
57366c199283c,19,Male,32,no,objTwoColors,#0080FF,56,96,131,4,0.56,0.4,0.14,0.12,0.19,0.16
57427cf6bad0c,19,Female,32,no,objTwoColors,#0080FF,232,191,107,2,0.71,0.04,0.14,0.17,0.25,0.29
574511e99b6d9,19,Female,32,no,objTwoColors,#0080FF,16,316,442,1,0.43,0.43,0.14,0.17,0.21,0.18
5745350dc1e22,19,Female,31,no,objTwoColors,#0080FF,226,0,115,5,0.86,0.11,0.18,0.09,0.17,0.16
5745f6f039dc9,15,Male,33,no,objTwoColors,#0080FF,0,0,0,4,0.74,0.47,0.09,0.24,0.3,0.27
