id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd99df604,23,Female,32,no,objTwoColors,#7f00ff,234,354,264,4,0.94,0.09,0.11,0.14,0.24,0.13
5710ce6c1308c,23,Female,32,no,objTwoColors,#7f00ff,348,219,113,4,0.3,0.04,0.05,0.16,0.25,0.15
5710d71ff24c3,20,Female,32,no,objTwoColors,#7f00ff,350,116,266,4,0.26,0.45,0.01,0.17,0.25,0.23
5710d7b312b93,23,Female,1,no,objTwoColors,#7f00ff,0,0,0,5,0.39,0.49,0.12,0.04,0.12,0.13
5710e540a9514,52,Female,32,no,objTwoColors,#7f00ff,203,308,146,4,0.69,0.06,0.01,0.26,0.34,0.27
5710e60f69205,24,Female,31,no,objTwoColors,#7f00ff,204,8,218,4,0.86,0.05,0.01,0.17,0.21,0.12
5710ee9e58646,25,Female,32,yes,objTwoColors,#7f00ff,326,202,267,4,0.37,0.04,0.03,0.23,0.3,0.22
57110028bc74b,48,Female,32,no,objTwoColors,#7f00ff,0,208,73,4,0.21,0.04,0.02,0.16,0.21,0.12
571103343658b,20,Female,32,no,objTwoColors,#7f00ff,280,274,358,4,0.73,0.01,0.14,0.29,0.33,0.34
57112a657ac25,20,Female,24,no,objTwoColors,#7f00ff,264,279,317,3,0.78,0.01,0.16,0.31,0.36,0.36
57112b9e10661,64,Female,34,no,objTwoColors,#7f00ff,201,286,884,2,0.72,0.07,0.03,0.3,0.36,0.32
57112d8509632,45,Female,32,no,objTwoColors,#7f00ff,13,190,182,1,0.13,0.5,0.05,0.2,0.23,0.15
57112da850667,22,Female,47,no,objTwoColors,#7f00ff,0,300,240,3,0.22,0.33,0.05,0.05,0.03,0.03
57112da850667,22,Female,47,no,objTwoColors,#7f00ff,343,221,33,4,0.34,0.03,0.06,0.17,0.27,0.17
57112ebc85ba1,18,Female,32,no,objTwoColors,#7f00ff,7,229,100,5,0.32,0.11,0.1,0.15,0.22,0.12
571130c5cd6e9,24,Female,32,no,objTwoColors,#7f00ff,228,316,127,5,0.78,0.01,0.09,0.23,0.34,0.28
571130d934bda,22,Female,32,no,objTwoColors,#7f00ff,318,185,169,3,0.32,0.07,0.05,0.24,0.29,0.22
5711348e42f02,19,Female,32,no,objTwoColors,#7f00ff,348,247,139,4,0.35,0.11,0.11,0.15,0.27,0.16
57113d4d93c81,18,Female,32,no,objTwoColors,#7f00ff,300,251,309,4,0.68,0.01,0.13,0.26,0.35,0.32
