id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FF8000,57,7,796,4,0.46,0.01,0.14,0.14,0.19,0.15
5710cbe10cade,21,Male,15,no,objTwoColors,#FF8000,18,48,176,4,0.68,0.02,0.14,0.14,0.19,0.15
5710cc2b8a642,24,Male,16,no,objTwoColors,#FF8000,18,0,395,5,0.69,0.11,0.14,0.22,0.28,0.24
5710cc5a7829c,27,Male,32,no,objTwoColors,#FF8000,27,0,56,4,0.64,0.09,0.14,0.2,0.27,0.22
5710cf445718e,25,Male,32,no,objTwoColors,#FF8000,128,188,204,1,0.2,0.29,0.14,0.09,0.13,0.13
5710d140b7c5a,26,Male,32,no,objTwoColors,#FF8000,7,59,156,3,0.74,0.02,0.14,0.14,0.19,0.15
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF8000,0,5,131,1,0.73,0.12,0.15,0.23,0.29,0.26
5711106ab212a,33,Male,32,no,objTwoColors,#FF8000,7,57,60,4,0.73,0.01,0.14,0.14,0.19,0.15
5711148c11035,35,Male,22,no,objTwoColors,#FF8000,16,51,93,3,0.69,0.02,0.14,0.14,0.19,0.15
57111f6c42412,22,Male,34,no,objTwoColors,#FF8000,31,0,104,5,0.61,0.08,0.14,0.19,0.26,0.21
5711231e370f2,24,Male,32,yes,objTwoColors,#FF8000,0,33,35,4,0.71,0.08,0.14,0.19,0.25,0.2
57112d320ff16,20,Male,1,no,objTwoColors,#FF8000,336,64,1365,4,0.73,0.06,0.14,0.08,0.16,0.1
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF8000,9,121,250,2,0.83,0.18,0.14,0.1,0.16,0.13
57113a5534205,22,Male,31,no,objTwoColors,#FF8000,4,55,102,5,0.74,0,0.14,0.14,0.2,0.15
57113b7f16c4b,22,Male,31,no,objTwoColors,#FF8000,64,10,196,5,0.43,0.04,0.14,0.13,0.18,0.14
57113de4aed1a,21,Male,31,no,objTwoColors,#FF8000,9,41,30,4,0.71,0.03,0.14,0.16,0.22,0.18
57113e3362c9f,24,Male,6,no,objTwoColors,#FF8000,0,0,0,1,0.74,0.12,0.09,0.24,0.3,0.27
571151812791a,20,Male,32,yes,objTwoColors,#FF8000,11,62,145,3,0.73,0.04,0.14,0.13,0.18,0.14
571153ca15566,32,Male,32,no,objTwoColors,#FF8000,11,58,63,3,0.73,0.03,0.14,0.14,0.18,0.14
57116b9b879bf,20,Male,32,no,objTwoColors,#FF8000,38,22,163,3,0.55,0,0.14,0.15,0.2,0.17
57119224388ef,24,Male,31,no,objTwoColors,#FF8000,48,6,128,5,0.5,0.02,0.14,0.15,0.21,0.16
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FF8000,55,5,258,5,0.47,0,0.14,0.14,0.2,0.15
5711cbde51bb0,24,Male,31,no,objTwoColors,#FF8000,64,10,275,3,0.43,0.04,0.14,0.13,0.18,0.14
5711e54c50f6b,19,Male,4,no,objTwoColors,#FF8000,33,0,283,5,0.6,0.08,0.14,0.19,0.25,0.2
571210e10d88b,23,Male,19,no,objTwoColors,#FF8000,32,0,161,5,0.61,0.08,0.14,0.19,0.26,0.21
571214121717c,22,Male,32,no,objTwoColors,#FF8000,57,7,254,5,0.46,0.01,0.14,0.14,0.19,0.15
57121e2a63601,21,Male,31,no,objTwoColors,#FF8000,0,0,0,2,0.74,0.12,0.09,0.24,0.3,0.27
57123bec83e8e,21,Male,32,no,objTwoColors,#FF8000,7,0,54,4,0.73,0.12,0.15,0.23,0.29,0.26
571245f0af12d,21,Male,3,no,objTwoColors,#FF8000,21,56,212,3,0.67,0.05,0.14,0.13,0.17,0.14
571247f66fb51,27,Male,32,no,objTwoColors,#FF8000,4,56,164,3,0.74,0,0.14,0.14,0.2,0.15
571260c120253,22,Male,32,no,objTwoColors,#FF8000,9,54,38,3,0.73,0.01,0.14,0.14,0.19,0.15
57126595532de,22,Male,1,no,objTwoColors,#FF8000,55,11,40,2,0.47,0.02,0.14,0.14,0.19,0.15
57127cb3ab1fe,1,Male,12,no,objTwoColors,#FF8000,31,0,31,5,0.61,0.08,0.14,0.19,0.26,0.21
5712a47f6f8a6,44,Male,12,no,objTwoColors,#FF8000,59,67,9,2,0.48,0.17,0.14,0.12,0.17,0.14
5713b10383207,40,Male,32,no,objTwoColors,#FF8000,4,0,424,3,0.74,0.12,0.09,0.24,0.29,0.26
5713b961c216a,647,Male,11,no,objTwoColors,#FF8000,0,0,0,3,0.74,0.12,0.09,0.24,0.3,0.27
57190633f233f,30,Male,32,no,objTwoColors,#FF8000,5,59,132,4,0.75,0.01,0.14,0.14,0.19,0.15
572767049ccfa,24,Male,32,yes,objTwoColors,#FF7200,57,355,207,5,0.46,0.03,0.14,0.14,0.2,0.15
572c85675a5ef,23,Male,32,yes,objTwoColors,#FF8000,7,57,100,5,0.73,0.01,0.14,0.14,0.19,0.15
5734918f46823,26,Male,32,no,objTwoColors,#FF8000,58,89,151,2,0.54,0.21,0.14,0.12,0.18,0.16
5734aa4c927a8,22,Male,15,no,objTwoColors,#FF8000,14,59,132,4,0.72,0.04,0.14,0.13,0.18,0.14
5735d3455a84c,29,Male,32,no,objTwoColors,#FF8000,7,58,49,5,0.74,0.02,0.14,0.14,0.19,0.15
5736048bb110b,19,Male,32,no,objTwoColors,#FF8000,28,31,62,5,0.6,0,0.14,0.16,0.21,0.17
573634984323e,19,Male,32,no,objTwoColors,#FF8000,17,55,135,4,0.7,0.04,0.14,0.14,0.18,0.14
573664e1a4a96,49,Male,18,no,objTwoColors,#FF8000,353,57,96,5,0.74,0.03,0.14,0.14,0.2,0.14
57366c199283c,19,Male,32,no,objTwoColors,#FF8000,51,31,52,5,0.47,0.07,0.14,0.14,0.17,0.13
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF8000,7,54,45,4,0.73,0,0.14,0.14,0.2,0.15
573a0b8280839,29,Male,21,yes,objTwoColors,#FF7200,55,0,9,3,0.48,0.02,0.14,0.14,0.2,0.15
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF7200,142,73,568,3,0.41,0.3,0.14,0.09,0.19,0.18
573e4022949b1,24,Male,32,yes,objTwoColors,#FF7200,1,55,192,5,0.74,0.01,0.14,0.14,0.2,0.15
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF7200,151,356,141,3,0.42,0.21,0.14,0.08,0.07,0.09
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF7200,28,30,88,5,0.6,0.01,0.14,0.16,0.21,0.17
573edae85268b,27,Male,32,yes,objTwoColors,#FF7200,2,43,228,4,0.72,0.05,0.13,0.16,0.23,0.18
5740ad339507d,40,Male,32,yes,objTwoColors,#FF7200,7,0,5,3,0.73,0.12,0.15,0.23,0.29,0.26
5740b0f8e9734,62,Male,33,yes,objTwoColors,#FF7200,26,0,17,5,0.64,0.09,0.14,0.2,0.27,0.22
5740b686127bb,32,Male,32,yes,objTwoColors,#FF7200,3,57,55,5,0.74,0,0.14,0.14,0.2,0.15
574297edae49c,24,Male,32,no,objTwoColors,#FF8000,8,59,43,5,0.74,0.02,0.14,0.14,0.19,0.14
5744dce84ffa5,16,Male,13,no,objTwoColors,#FF8000,57,11,230,4,0.46,0.03,0.14,0.14,0.19,0.15
57459c393bbd0,29,Male,31,no,objTwoColors,#FF8000,10,59,93,4,0.73,0.03,0.14,0.13,0.18,0.14
5745f6f039dc9,15,Male,33,no,objTwoColors,#FF8000,0,0,0,4,0.74,0.12,0.09,0.24,0.3,0.27
574628a9e94a1,18,Male,4,no,objTwoColors,#FF8000,191,161,1209,2,0.62,0.32,0.15,0.1,0.1,0.15
574859b8f3379,30,Male,32,yes,objTwoColors,#FF7200,355,55,401,4,0.74,0.03,0.14,0.14,0.2,0.15
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF7200,3,70,199,5,0.77,0.04,0.14,0.12,0.18,0.14
5756ae6897296,21,Male,32,yes,objTwoColors,#FF7200,59,38,424,4,0.43,0.11,0.14,0.13,0.16,0.13
5757fd2703090,22,Male,32,yes,objTwoColors,#FF8000,2,59,90,5,0.75,0,0.14,0.14,0.19,0.15
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF8000,2,52,52,4,0.73,0.02,0.14,0.15,0.21,0.16
57581518c2c07,25,Male,32,yes,objTwoColors,#FF8000,55,353,144,4,0.46,0.04,0.14,0.14,0.2,0.15
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF8000,11,56,103,4,0.72,0.02,0.14,0.14,0.19,0.15
