Row,centroid_HSV_1,centroid_HSV_2,distance_centroid_HSV,centroid_LCh_1,centroid_LCh_2,distance_centroid_LCh,centroid_CMYK_1,centroid_CMYK_2,distance_centroid_CMYK,centroid_RGB_1,centroid_RGB_2,distance_centroid_RGB,centroid_Lab_1,centroid_Lab_2,distance_centroid_Lab
Laboratory Users,0.28,0.24,0.11,0.55,0.23,0.34,0.37,0.34,0.2,0.3,0.27,0.15,0.35,0.29,0.13
Online Users (Regular),0.28,0.2,0.09,0.55,0.25,0.34,0.37,0.32,0.19,0.31,0.25,0.14,0.35,0.26,0.12
Online Users (Uncalibrated),0.37,0.18,0.18,0.59,0.27,0.38,0.46,0.31,0.27,0.4,0.23,0.22,0.45,0.25,0.21
