id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd289f4c3,46,Female,1,no,objTwoColors,#FF0000,0,0,0,0,0.61,0,0.1,0.15,0.15,0.21
5710cd99df604,23,Female,32,no,objTwoColors,#FF0000,356,355,517,1,0.6,0.01,0.11,0.14,0.15,0.2
5710ce6c1308c,23,Female,32,no,objTwoColors,#FF0000,326,54,294,3,0.15,0.02,0.09,0.02,0.02,0.05
5710d71ff24c3,20,Female,32,no,objTwoColors,#FF0000,342,19,476,1,0.48,0,0.09,0.11,0.12,0.16
5710d8d6aecd6,23,Female,7,no,objTwoColors,#FF0000,1,2,63,5,0.61,0,0.1,0.14,0.15,0.21
5710e540a9514,52,Female,32,no,objTwoColors,#FF0000,308,57,143,4,0.01,0,0.09,0.05,0.04,0.01
5710ee55dcd72,23,Female,6,no,objTwoColors,#FF0000,25,348,186,4,0.57,0.01,0.09,0.11,0.12,0.16
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF0000,55,0,367,4,0.61,0.11,0.09,0.06,0.08,0.12
57110028bc74b,48,Female,32,no,objTwoColors,#FF0000,0,37,50,3,0.44,0.05,0.09,0.08,0.11,0.14
571103343658b,20,Female,32,no,objTwoColors,#FF0000,0,8,26,5,0.6,0,0.11,0.14,0.15,0.2
57112b9e10661,64,Female,34,no,objTwoColors,#FF0000,29,344,329,2,0.56,0.01,0.09,0.09,0.1,0.14
57112d8509632,45,Female,32,no,objTwoColors,#FF0000,5,5,31,5,0.59,0.01,0.09,0.14,0.15,0.21
57112da850667,22,Female,47,no,objTwoColors,#FF0000,352,0,131,3,0.59,0.01,0.1,0.14,0.15,0.2
57112ebc85ba1,18,Female,32,no,objTwoColors,#FF0000,352,8,816,1,0.58,0,0.1,0.14,0.14,0.2
571130c5cd6e9,24,Female,32,no,objTwoColors,#FF0000,4,353,681,2,0.59,0,0.1,0.14,0.15,0.2
571130d934bda,22,Female,32,no,objTwoColors,#FF0000,3,4,34,5,0.59,0,0.09,0.14,0.15,0.21
5711348e42f02,19,Female,32,no,objTwoColors,#FF0000,7,0,315,4,0.6,0,0.11,0.14,0.15,0.21
571137a34931a,27,Female,25,no,objTwoColors,#FF0000,360,354,613,2,0.61,0,0.11,0.14,0.15,0.21
57113d4d93c81,18,Female,32,no,objTwoColors,#FF0000,39,344,147,4,0.57,0.02,0.09,0.06,0.08,0.12
57113d9cc42b5,21,Female,12,no,objTwoColors,#FF0000,232,96,108,3,0.36,0.4,0.12,0.2,0.24,0.15
57113e6176346,23,Female,30,no,objTwoColors,#FF0000,0,337,77,3,0.59,0.03,0.1,0.13,0.12,0.18
571154184c9bd,47,Female,32,no,objTwoColors,#FF0000,344,54,395,1,0.29,0.06,0.09,0.03,0.06,0.09
571163013744e,53,Female,13,no,objTwoColors,#FF0000,52,18,41,3,0.55,0.15,0.09,0.06,0.09,0.12
5711641931da5,20,Female,32,no,objTwoColors,#FF0000,1,0,101,5,0.61,0,0.1,0.15,0.15,0.21
571165992a5c1,67,Female,32,no,objTwoColors,#FF0000,347,50,156,3,0.33,0.05,0.09,0.05,0.07,0.11
