id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#FF0080,195,7,303,5,0.77,0.3,0.03,0.19,0.21,0.14
5710cbe10cade,21,Male,15,no,objTwoColors,#FF0080,300,338,235,4,0.59,0.09,0.03,0.09,0.1,0.1
5710cc2b8a642,24,Male,16,no,objTwoColors,#FF0080,305,5,99,5,0.66,0.04,0.04,0.06,0.03,0.01
5710cc5a7829c,27,Male,32,no,objTwoColors,#FF0080,335,0,130,5,0.45,0.12,0.02,0.01,0.08,0.09
5710cd9d571f2,23,Male,8,no,objTwoColors,#FF0080,344,0,327,1,0.38,0.14,0.02,0.02,0.1,0.11
5710cf445718e,25,Male,32,no,objTwoColors,#FF0080,51,286,517,1,0.35,0.13,0.01,0.19,0.11,0.13
5710d140b7c5a,26,Male,32,no,objTwoColors,#FF0080,340,0,70,3,0.41,0.14,0.02,0.01,0.09,0.1
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF0080,0,293,141,1,0.07,0.03,0.06,0.07,0.04,0.04
5710d9dcc23f0,21,Male,18,no,objTwoColors,#FF0080,323,322,119,3,0.32,0.06,0.01,0.09,0.1,0.09
5711106ab212a,33,Male,32,no,objTwoColors,#FF0080,8,0,509,4,0.34,0.16,0.03,0.04,0.12,0.13
5711148c11035,35,Male,22,no,objTwoColors,#FF0080,319,57,128,3,0.58,0.16,0.04,0.16,0.09,0.12
57111f6c42412,22,Male,34,no,objTwoColors,#FF0080,330,0,135,5,0.49,0.11,0.02,0.02,0.06,0.07
5711231e370f2,24,Male,32,yes,objTwoColors,#FF0080,0,302,163,4,0.03,0.01,0.05,0.05,0.03,0.02
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF0080,16,227,374,2,0.26,0.2,0.08,0.16,0.21,0.12
57112edad4a17,23,Male,10,no,objTwoColors,#FF0080,301,0,98,3,0.69,0,0.05,0.05,0.03,0.03
57112efa50be6,19,Male,7,no,objTwoColors,#FF0080,3,0,548,5,0.33,0.16,0.12,0.04,0.12,0.13
571138253c724,21,Male,8,no,objTwoColors,#FF0080,8,204,144,3,0.18,0.27,0.01,0.17,0.21,0.12
